id_cliente,data_assinatura,valor_mensalidade,total_logs_app_30d,tickets_suporte_abertos,score_sentimento_voc,categoria_principal_voc,churn
C101934,2024-03-24,100,18,0,0.453,BUGS,0
C101935,2024-02-28,540,24,0,-0.405,BUGS,0
C101936,2024-04-04,641,17,2,0.35,BUGS,0
C101937,2024-11-06,367,12,1,-0.181,FINANCEIRO,0
C101938,2023-10-28,832,10,1,0.044,FINANCEIRO,0
C101939,2023-10-30,1187,16,1,0.261,SUPORTE,0
C101940,2023-10-14,1699,13,0,-0.518,SUPORTE,1
C101941,2024-01-30,156,16,0,0.106,BUGS,0
C101942,2023-01-10,731,12,0,0.233,BUGS,0
C101943,2024-12-07,546,17,0,0.187,SUPORTE,0
C101944,2024-09-21,479,21,1,-0.117,API,0
C101945,2023-09-27,156,12,1,-0.407,API,0
C101946,2024-08-14,490,12,0,-0.19,SUPORTE,0
C101947,2024-08-27,100,11,2,-0.759,FINANCEIRO,0
C101948,2023-12-27,423,18,0,-0.043,SUPORTE,0
C101949,2023-09-14,100,13,1,0.894,API,1
C101950,2023-05-13,327,17,0,-0.402,BUGS,0
C101951,2023-10-03,976,13,1,0.735,BUGS,0
C101952,2024-11-13,281,11,0,-0.361,API,0
C101953,2024-05-27,100,11,1,0.512,BUGS,1
C101954,2023-11-09,607,18,2,1.0,BUGS,1
C101955,2024-07-29,267,14,0,0.635,FINANCEIRO,1
C101956,2023-10-11,1721,14,2,0.144,BUGS,1
C101957,2023-05-01,107,15,0,0.269,API,1
C101958,2023-04-17,2000,19,0,0.834,BUGS,0
C101959,2024-11-17,309,18,1,0.527,FINANCEIRO,0
C101960,2023-07-23,297,14,1,0.423,BUGS,0
C101961,2023-06-14,128,15,2,0.016,FINANCEIRO,1
C101962,2023-11-01,655,15,2,0.415,BUGS,1
C101963,2024-05-11,100,19,0,-0.506,SUPORTE,1
C101964,2024-09-23,614,10,1,-0.049,SUPORTE,0
C101965,2024-07-09,906,14,1,1.0,SUPORTE,1
C101966,2023-06-05,151,20,16,0.036,API,0
C101967,2024-01-02,1410,13,1,0.215,SUPORTE,0
C101968,2024-12-19,237,15,3,-0.346,FINANCEIRO,1
C101969,2024-09-11,383,10,2,1.0,API,1
C101970,2023-09-08,100,19,1,0.029,API,0
C101971,2023-11-30,436,9,1,-0.239,BUGS,0
C101972,2024-10-03,692,16,0,0.447,SUPORTE,0
C101973,2024-05-25,154,18,1,0.06,SUPORTE,0
C101974,2023-10-20,568,17,1,-0.687,API,1
C101975,2023-01-20,662,14,0,-0.381,API,0
C101976,2023-10-09,821,24,0,0.341,BUGS,0
C101977,2023-01-01,474,15,2,-0.314,SUPORTE,1
C101978,2023-04-29,1118,11,2,-0.566,API,1
C101979,2023-02-04,148,16,1,-0.423,SUPORTE,1
C101980,2023-07-17,638,18,0,0.287,BUGS,0
C101981,2024-04-29,254,26,0,0.396,BUGS,1
C101982,2023-02-28,608,16,0,0.78,API,0
C101983,2023-06-10,521,13,3,-0.421,SUPORTE,0
C101984,2024-11-21,245,18,3,0.138,SUPORTE,1
C101985,2023-07-25,447,18,0,0.045,FINANCEIRO,1
C101986,2023-01-12,239,14,4,0.416,API,1
C101987,2024-05-04,1600,14,0,0.349,SUPORTE,1
C101988,2023-10-03,769,11,2,0.382,FINANCEIRO,0
C101989,2024-11-23,1623,16,16,0.176,API,1
C101990,2023-08-30,216,14,18,-0.461,FINANCEIRO,1
C101991,2023-08-04,100,20,0,0.948,BUGS,1
C101992,2023-09-08,621,13,0,-0.325,API,0
C101993,2023-05-06,632,14,1,-0.44,API,0
C101994,2023-08-05,805,18,0,1.0,API,0
C101995,2023-11-02,808,11,1,0.4,API,0
C101996,2023-07-04,1547,13,0,0.628,BUGS,0
C101997,2023-02-08,803,19,0,0.975,FINANCEIRO,0
C101998,2023-08-11,182,15,0,-0.029,SUPORTE,0
C101999,2023-07-03,121,12,1,-0.038,API,0
C102000,2024-05-09,1627,15,1,0.71,BUGS,0
C102001,2024-03-02,477,19,1,0.167,BUGS,0
C102002,2023-06-27,1198,20,2,0.022,FINANCEIRO,0
C102003,2024-03-03,228,16,2,-0.375,SUPORTE,0
C102004,2023-10-21,785,19,3,0.687,SUPORTE,0
C102005,2023-05-31,226,18,0,0.108,BUGS,0
C102006,2024-01-19,100,15,1,0.74,API,1
C102007,2024-09-29,1047,9,2,0.437,SUPORTE,1
C102008,2023-11-04,154,7,1,0.917,BUGS,0
C102009,2023-12-02,134,19,1,-0.505,BUGS,0
C102010,2024-01-10,434,12,2,-1.0,SUPORTE,1
C102011,2023-01-08,441,16,1,1.0,BUGS,0
C102012,2023-12-07,589,15,2,0.756,API,0
C102013,2023-05-09,641,18,1,-0.182,FINANCEIRO,0
C102014,2024-10-30,227,16,2,-0.151,API,0
C102015,2023-12-18,137,14,1,0.313,BUGS,0
C102016,2023-12-24,1142,19,0,0.289,FINANCEIRO,0
C102017,2024-05-31,869,12,1,-0.062,FINANCEIRO,1
C102018,2024-05-09,152,12,1,-0.154,SUPORTE,1
C102019,2023-03-27,100,16,1,0.07,API,0
C102020,2023-06-24,346,21,4,0.457,API,0
C102021,2023-07-12,132,12,0,0.328,FINANCEIRO,0
C102022,2023-11-07,335,17,2,0.025,API,1
C102023,2023-04-29,830,12,0,-0.014,API,1
C102024,2023-08-06,417,17,3,1.0,SUPORTE,1
C102025,2024-03-02,1059,17,1,0.032,SUPORTE,0
C102026,2024-02-18,367,18,1,0.59,FINANCEIRO,1
C102027,2023-04-24,1010,10,2,1.0,BUGS,0
C102028,2023-05-25,321,14,1,0.636,BUGS,1
C102029,2024-06-21,100,12,0,0.557,API,0
C102030,2024-10-09,631,17,0,0.988,API,0
C102031,2023-10-30,100,11,3,0.856,SUPORTE,0
C102032,2024-08-10,282,11,1,0.246,SUPORTE,0
C102033,2023-12-11,463,13,3,-0.484,API,1
C102034,2023-01-01,540,17,1,0.243,BUGS,0
C102035,2023-05-27,705,19,0,0.68,BUGS,0
C102036,2023-10-14,100,12,0,0.148,API,1
C102037,2024-10-15,196,18,1,0.214,API,0
C102038,2023-02-22,361,15,2,1.0,API,1
C102039,2023-10-31,713,18,1,0.723,FINANCEIRO,1
C102040,2023-03-10,566,15,6,0.345,SUPORTE,1
C102041,2023-12-27,191,12,2,-0.298,FINANCEIRO,0
C102042,2024-08-24,993,19,1,0.217,BUGS,0
C102043,2023-08-08,100,17,1,0.511,SUPORTE,0
C102044,2024-12-04,605,18,0,0.706,API,1
C102045,2024-07-28,227,18,2,1.0,API,0
C102046,2024-08-07,848,17,1,0.655,SUPORTE,1
C102047,2023-06-10,281,15,1,0.03,SUPORTE,0
C102048,2024-11-11,2000,15,1,1.0,BUGS,1
C102049,2023-03-30,616,13,1,0.141,BUGS,0
C102050,2024-11-18,1232,12,0,0.778,API,0
C102051,2024-08-07,1564,22,0,0.132,BUGS,0
C102052,2024-08-11,376,14,1,-0.099,BUGS,0
C102053,2023-06-08,426,11,3,-0.517,FINANCEIRO,1
C102054,2024-05-03,1150,4,1,-0.452,FINANCEIRO,0
C102055,2023-11-20,500,15,6,-0.187,API,1
C102056,2024-09-01,184,16,0,1.0,API,0
C102057,2024-01-16,100,22,1,0.501,SUPORTE,0
C102058,2023-04-12,554,10,1,-0.639,BUGS,0
C102059,2024-05-08,289,9,3,0.555,API,0
C102060,2024-10-05,825,15,1,0.298,SUPORTE,0
C102061,2024-09-05,322,10,1,1.0,API,0
C102062,2023-01-19,1517,9,0,0.044,SUPORTE,0
C102063,2024-03-29,209,14,2,-0.212,SUPORTE,0
C102064,2024-04-26,140,14,1,1.0,SUPORTE,0
C102065,2024-08-16,421,12,0,0.822,API,0
C102066,2024-02-01,772,8,1,-0.625,FINANCEIRO,0
C102067,2023-10-06,876,16,0,0.54,API,0
C102068,2023-12-31,501,13,2,-0.624,API,0
C102069,2023-11-27,1579,13,0,0.808,SUPORTE,0
C102070,2024-10-02,459,14,1,-0.267,FINANCEIRO,0
C102071,2023-12-10,367,10,17,-1.0,BUGS,1
C102072,2024-03-30,622,13,2,0.924,BUGS,0
C102073,2024-08-23,164,15,0,0.557,API,0
C102074,2024-12-25,1004,7,0,0.638,API,1
C102075,2024-10-16,1132,15,0,0.108,SUPORTE,0
C102076,2023-03-06,537,16,4,0.12,FINANCEIRO,0
C102077,2023-03-17,196,22,0,1.0,API,1
C102078,2024-12-11,567,8,0,0.44,SUPORTE,0
C102079,2023-05-23,1527,17,1,1.0,BUGS,0
C102080,2024-08-27,719,17,3,0.122,BUGS,0
C102081,2024-04-17,852,20,0,0.88,SUPORTE,0
C102082,2024-02-21,959,14,2,0.795,SUPORTE,1
C102083,2023-11-01,160,15,2,0.348,API,0
C102084,2024-05-11,398,15,0,1.0,API,0
C102085,2023-10-18,791,15,2,-0.018,BUGS,0
C102086,2023-04-12,115,16,3,0.641,SUPORTE,0
C102087,2023-09-24,1086,19,1,-0.18,BUGS,1
C102088,2024-09-13,125,16,2,-0.372,BUGS,1
C102089,2023-01-03,308,15,2,0.27,BUGS,1
C102090,2023-03-26,1058,14,1,0.226,API,0
C102091,2023-11-24,430,21,0,-0.144,SUPORTE,1
C102092,2024-03-25,555,13,0,0.713,API,0
C102093,2024-03-29,1705,18,3,1.0,SUPORTE,0
C102094,2024-09-20,939,15,5,-0.062,BUGS,1
C102095,2023-08-09,450,15,1,0.82,BUGS,0
C102096,2023-06-03,976,9,0,-0.027,API,1
C102097,2024-10-26,458,12,1,0.17,FINANCEIRO,0
C102098,2023-01-12,395,10,2,0.175,SUPORTE,0
C102099,2023-05-13,483,16,2,0.677,FINANCEIRO,1
C102100,2023-10-31,356,9,2,0.149,API,1
C102101,2023-10-20,269,16,1,-0.689,FINANCEIRO,1
C102102,2023-10-27,327,9,0,0.89,FINANCEIRO,1
C102103,2023-02-12,297,19,0,0.447,API,0
C102104,2023-12-09,199,7,0,-0.879,FINANCEIRO,1
C102105,2023-11-22,764,18,0,1.0,BUGS,1
C102106,2024-05-12,838,13,0,1.0,BUGS,0
C102107,2023-12-30,400,18,1,-0.209,SUPORTE,1
C102108,2024-03-02,1791,12,0,-0.389,API,0
C102109,2023-01-21,1189,16,1,0.881,API,0
C102110,2024-02-11,753,17,0,0.942,API,0
C102111,2024-09-10,914,19,1,0.581,SUPORTE,0
C102112,2023-12-02,139,17,0,0.147,API,0
C102113,2023-04-27,1113,18,1,-0.066,BUGS,0
C102114,2023-05-04,277,17,2,0.57,API,1
C102115,2024-02-03,1543,15,1,-0.02,FINANCEIRO,0
C102116,2024-12-15,2000,14,1,-0.028,FINANCEIRO,0
C102117,2023-02-20,2000,15,1,0.692,SUPORTE,1
C102118,2023-11-20,772,14,3,0.681,API,1
C102119,2023-05-21,857,13,0,1.0,SUPORTE,0
C102120,2024-04-14,893,13,2,-0.68,SUPORTE,1
C102121,2023-11-30,379,13,3,-0.069,API,0
C102122,2024-01-08,737,9,1,0.069,SUPORTE,1
C102123,2024-07-17,241,15,2,0.241,FINANCEIRO,1
C102124,2024-05-08,1520,16,2,-0.376,FINANCEIRO,0
C102125,2024-06-22,844,20,2,0.584,API,1
C102126,2024-10-30,1178,15,1,1.0,API,1
C102127,2023-06-05,522,17,2,-0.326,API,0
C102128,2023-10-18,337,14,1,0.384,API,0
C102129,2024-10-09,147,11,6,0.637,FINANCEIRO,0
C102130,2023-05-24,286,19,1,0.221,BUGS,1
C102131,2023-04-16,449,15,0,-0.017,API,1
C102132,2024-02-24,863,20,8,0.089,FINANCEIRO,0
C102133,2024-10-31,671,18,1,0.697,SUPORTE,0
C102134,2024-10-19,601,12,3,-0.462,BUGS,1
C102135,2023-01-02,825,19,5,0.658,SUPORTE,1
C102136,2024-08-11,454,17,2,0.164,SUPORTE,1
C102137,2024-10-05,826,22,0,0.086,BUGS,0
C102138,2023-03-31,594,21,0,-0.357,SUPORTE,0
C102139,2023-12-11,573,10,0,-0.027,FINANCEIRO,0
C102140,2023-12-16,267,15,2,-0.053,API,0
C102141,2024-04-03,378,16,3,-0.388,BUGS,1
C102142,2023-09-20,100,17,1,0.557,BUGS,1
C102143,2023-12-17,233,9,1,0.314,BUGS,0
C102144,2023-04-18,1036,16,1,0.8,SUPORTE,0
C102145,2024-08-08,259,12,2,0.577,BUGS,0
C102146,2023-02-08,665,18,1,0.01,FINANCEIRO,1
C102147,2023-06-08,239,10,0,0.143,API,0
C102148,2024-08-05,926,26,1,0.037,BUGS,0
C102149,2023-11-08,701,18,0,-0.418,BUGS,0
C102150,2023-08-29,158,13,2,0.422,FINANCEIRO,1
C102151,2024-03-20,966,16,1,0.393,SUPORTE,1
C102152,2023-10-25,1172,19,0,0.086,SUPORTE,0
C102153,2023-02-05,244,9,1,0.643,SUPORTE,0
C102154,2023-03-25,408,18,1,0.16,FINANCEIRO,1
C102155,2024-03-27,203,9,3,0.756,API,1
C102156,2024-01-20,898,15,2,0.173,API,0
C102157,2023-06-21,511,13,1,-0.367,BUGS,1
C102158,2024-01-11,508,13,1,1.0,FINANCEIRO,0
C102159,2024-11-15,446,16,0,0.543,API,1
C102160,2023-12-28,1211,13,1,-0.193,SUPORTE,0
C102161,2024-07-12,1936,19,1,0.139,SUPORTE,0
C102162,2023-05-21,1185,22,1,-0.045,BUGS,0
C102163,2023-04-28,915,10,15,0.046,SUPORTE,0
C102164,2023-10-04,334,16,1,-0.731,SUPORTE,1
C102165,2024-12-26,297,16,2,0.399,API,1
C102166,2023-08-08,270,15,1,-0.559,BUGS,1
C102167,2023-01-26,378,14,0,-0.603,API,1
C102168,2024-06-04,348,14,0,0.545,API,0
C102169,2023-01-10,792,13,1,-0.325,FINANCEIRO,0
C102170,2024-01-13,118,20,2,0.649,FINANCEIRO,1
C102171,2024-09-24,368,12,2,0.702,SUPORTE,1
C102172,2024-09-28,100,13,0,0.106,SUPORTE,1
C102173,2024-11-12,930,12,1,0.514,API,1
C102174,2024-08-06,372,14,1,1.0,API,1
C102175,2023-06-01,1499,13,0,-0.149,API,0
C102176,2024-12-20,829,16,1,0.741,BUGS,0
C102177,2023-02-18,100,10,1,-0.139,FINANCEIRO,0
C102178,2023-06-03,139,19,2,0.292,SUPORTE,0
C102179,2023-10-20,362,16,0,0.049,API,1
C102180,2024-08-02,1964,13,1,-0.013,FINANCEIRO,1
C102181,2023-02-19,217,18,1,0.15,BUGS,1
C102182,2024-10-25,579,19,0,0.09,SUPORTE,1
C102183,2024-06-14,1029,19,0,0.324,SUPORTE,0
C102184,2024-09-03,1202,18,2,0.864,BUGS,1
C102185,2023-03-01,446,16,2,-0.429,FINANCEIRO,1
C102186,2023-06-16,196,12,0,0.534,BUGS,0
C102187,2023-07-21,494,16,0,-0.179,SUPORTE,0
C102188,2023-05-26,985,15,3,-0.309,API,0
C102189,2024-11-06,807,16,2,-0.668,SUPORTE,1
C102190,2024-03-14,100,23,0,0.968,FINANCEIRO,0
C102191,2023-08-30,103,14,18,-0.681,BUGS,1
C102192,2024-08-03,1010,17,2,-0.18,FINANCEIRO,0
C102193,2024-11-17,153,12,2,0.285,SUPORTE,1
C102194,2024-07-14,135,10,0,0.126,FINANCEIRO,1
C102195,2024-04-27,535,12,1,0.821,API,1
C102196,2023-04-18,980,10,2,-0.309,SUPORTE,0
C102197,2023-08-14,1395,16,1,0.239,API,0
C102198,2024-11-03,162,12,0,0.745,SUPORTE,0
C102199,2024-09-22,1890,12,2,-0.313,API,0
C102200,2024-10-22,100,14,1,0.059,SUPORTE,0
C102201,2024-10-23,329,18,0,-0.259,FINANCEIRO,0
C102202,2024-03-07,750,11,0,-0.124,BUGS,0
C102203,2024-10-16,186,17,1,-0.457,SUPORTE,0
C102204,2024-02-23,389,11,0,-0.22,BUGS,0
C102205,2024-03-30,341,15,1,-0.355,SUPORTE,0
C102206,2023-06-09,100,12,0,-0.014,BUGS,1
C102207,2024-06-06,475,14,1,0.776,API,1
C102208,2024-10-11,269,12,12,-0.14,BUGS,1
C102209,2024-08-12,232,13,1,0.929,SUPORTE,1
C102210,2023-03-18,343,15,3,0.006,SUPORTE,1
C102211,2024-05-23,1181,17,1,-0.129,BUGS,0
C102212,2024-03-16,1008,11,2,0.146,API,0
C102213,2023-09-11,100,7,3,-0.184,API,1
C102214,2023-11-16,874,12,0,0.525,API,0
C102215,2023-09-20,180,14,0,-0.412,API,0
C102216,2024-08-19,1544,12,1,0.234,API,0
C102217,2024-10-19,191,16,1,1.0,SUPORTE,1
C102218,2024-07-07,801,12,0,-0.141,API,0
C102219,2024-01-09,346,14,2,0.019,BUGS,1
C102220,2024-09-28,668,19,1,-0.524,FINANCEIRO,1
C102221,2023-06-16,359,17,0,0.925,SUPORTE,1
C102222,2024-04-03,160,15,3,0.151,API,1
C102223,2023-10-07,240,15,1,0.04,API,0
C102224,2024-11-30,100,18,0,0.404,BUGS,0
C102225,2023-10-29,1054,16,0,0.324,FINANCEIRO,0
C102226,2024-06-14,855,17,1,-0.03,API,1
C102227,2024-08-02,611,20,0,-0.302,SUPORTE,1
C102228,2023-08-06,645,14,1,0.367,API,0
C102229,2023-04-12,207,14,0,0.347,SUPORTE,0
C102230,2024-07-07,561,22,19,-0.724,BUGS,1
C102231,2023-10-15,291,14,0,0.187,BUGS,0
C102232,2023-06-16,1775,14,2,0.78,API,0
C102233,2024-09-12,652,22,0,0.565,BUGS,0
C102234,2023-02-05,256,11,2,-0.453,BUGS,0
C102235,2023-12-19,365,19,1,0.985,SUPORTE,0
C102236,2024-11-06,470,20,2,0.64,API,1
C102237,2023-03-14,343,23,1,0.685,BUGS,1
C102238,2024-10-09,196,17,0,-0.027,SUPORTE,1
C102239,2023-12-19,681,18,2,0.707,API,1
C102240,2023-03-11,884,15,0,0.44,SUPORTE,1
C102241,2024-02-29,936,10,1,-0.331,API,0
C102242,2024-12-08,804,19,2,0.434,FINANCEIRO,0
C102243,2024-07-14,200,20,3,0.726,API,0
C102244,2024-10-03,807,13,1,0.564,FINANCEIRO,0
C102245,2024-05-31,804,16,0,-0.54,API,1
C102246,2024-03-03,696,13,0,0.53,FINANCEIRO,0
C102247,2024-06-22,988,16,1,0.128,FINANCEIRO,0
C102248,2023-06-09,269,12,2,-0.722,FINANCEIRO,1
C102249,2023-05-29,377,15,3,0.525,FINANCEIRO,0
C102250,2023-08-18,925,13,2,0.572,API,0
C102251,2024-12-12,464,18,0,0.364,SUPORTE,0
C102252,2024-07-15,297,23,2,-0.18,SUPORTE,0
C102253,2023-03-08,619,25,0,1.0,SUPORTE,1
C102254,2024-01-16,1192,13,1,0.554,FINANCEIRO,0
C102255,2023-02-27,277,14,1,0.592,FINANCEIRO,0
C102256,2023-09-16,1810,10,1,0.711,FINANCEIRO,1
C102257,2023-12-08,253,17,4,0.776,API,0
C102258,2023-05-10,443,18,0,0.541,SUPORTE,1
C102259,2024-12-27,1369,11,1,-0.309,SUPORTE,1
C102260,2023-06-21,498,11,1,-0.083,API,1
C102261,2024-09-05,981,19,2,0.03,API,1
C102262,2023-07-28,126,10,1,0.858,SUPORTE,0
C102263,2023-12-20,338,11,1,0.367,SUPORTE,0
C102264,2024-04-15,556,15,0,0.008,FINANCEIRO,0
C102265,2023-04-26,108,20,0,0.3,FINANCEIRO,0
C102266,2023-09-21,150,15,2,0.911,BUGS,0
C102267,2024-10-23,832,16,13,0.017,FINANCEIRO,0
C102268,2024-03-17,399,18,1,0.851,SUPORTE,1
C102269,2024-07-01,333,19,0,-0.168,API,0
C102270,2024-03-28,351,14,1,0.185,FINANCEIRO,0
C102271,2024-04-21,1578,12,0,-0.001,FINANCEIRO,0
C102272,2023-10-14,980,22,0,1.0,FINANCEIRO,0
C102273,2023-10-30,783,11,1,0.191,BUGS,1
C102274,2023-11-07,457,18,0,0.093,FINANCEIRO,0
C102275,2023-07-27,103,20,1,-0.653,API,1
C102276,2024-09-09,495,21,2,1.0,SUPORTE,0
C102277,2024-03-21,379,7,1,0.95,FINANCEIRO,0
C102278,2024-10-31,100,12,2,-0.806,API,1
C102279,2024-09-24,1657,24,1,0.496,FINANCEIRO,0
C102280,2023-02-24,941,21,1,0.833,FINANCEIRO,1
C102281,2023-01-12,723,17,0,0.609,BUGS,0
C102282,2024-10-18,100,16,1,0.092,FINANCEIRO,1
C102283,2024-02-04,1112,12,1,-0.203,BUGS,1
C102284,2024-10-09,371,24,1,0.974,BUGS,1
C102285,2024-05-29,342,17,1,0.705,BUGS,0
C102286,2024-10-17,669,17,0,0.689,SUPORTE,0
C102287,2024-06-25,557,20,1,0.936,API,0
C102288,2023-08-25,132,10,2,1.0,BUGS,0
C102289,2023-10-06,407,22,1,0.207,SUPORTE,1
C102290,2023-12-14,140,17,1,0.158,SUPORTE,0
C102291,2024-09-18,152,14,1,0.088,BUGS,1
C102292,2023-04-14,690,14,0,-0.121,FINANCEIRO,0
C102293,2024-09-21,499,18,1,0.927,FINANCEIRO,0
C102294,2024-05-31,1386,17,2,0.942,API,1
C102295,2023-09-05,210,20,1,0.883,SUPORTE,0
C102296,2023-12-30,1512,20,0,1.0,BUGS,0
C102297,2023-11-17,283,14,1,0.341,BUGS,1
C102298,2024-09-24,323,17,0,0.558,BUGS,0
C102299,2023-10-13,231,15,5,0.426,API,1
C102300,2023-05-29,624,21,1,0.15,FINANCEIRO,0
C102301,2023-03-25,844,14,0,-0.195,SUPORTE,0
C102302,2024-02-10,273,12,2,0.293,SUPORTE,1
C102303,2024-03-31,1322,16,0,0.127,BUGS,1
C102304,2023-06-10,197,13,0,1.0,API,0
C102305,2024-04-04,518,15,2,-0.495,API,1
C102306,2024-07-03,736,24,1,0.36,FINANCEIRO,0
C102307,2024-05-14,975,16,5,0.255,API,1
C102308,2024-05-23,1231,16,2,-0.155,API,1
C102309,2024-10-15,415,13,3,-0.05,API,0
C102310,2024-04-25,744,10,0,0.33,API,1
C102311,2024-10-24,756,8,0,-0.3,FINANCEIRO,0
C102312,2023-04-24,235,15,1,0.504,SUPORTE,0
C102313,2024-07-31,421,9,1,1.0,SUPORTE,0
C102314,2023-12-27,201,21,3,0.071,FINANCEIRO,1
C102315,2023-12-07,333,16,2,0.644,API,1
C102316,2024-03-24,444,11,13,0.514,SUPORTE,1
C102317,2023-06-29,728,18,3,0.733,SUPORTE,0
C102318,2024-12-02,330,14,20,-1.0,BUGS,1
C102319,2024-02-11,970,15,0,-0.419,BUGS,0
C102320,2024-10-27,131,20,1,0.194,FINANCEIRO,0
C102321,2023-07-15,348,21,1,0.39,SUPORTE,0
C102322,2024-04-10,303,13,3,-0.855,SUPORTE,1
C102323,2023-11-07,937,13,1,0.294,BUGS,0
C102324,2023-09-19,384,13,0,-0.083,SUPORTE,0
C102325,2024-02-23,325,13,1,0.221,FINANCEIRO,0
C102326,2024-02-10,156,17,4,0.014,API,1
C102327,2023-05-23,779,21,1,0.257,API,0
C102328,2023-12-08,100,11,0,0.686,FINANCEIRO,0
C102329,2023-11-12,800,14,0,-0.16,SUPORTE,0
C102330,2023-04-11,448,18,3,-0.685,SUPORTE,1
C102331,2023-09-01,312,16,1,0.725,SUPORTE,1
C102332,2024-05-04,370,12,1,0.593,API,0
C102333,2023-01-12,384,22,0,0.689,SUPORTE,0
C102334,2023-08-27,379,21,21,-1.0,FINANCEIRO,0
C102335,2024-07-14,100,13,0,0.635,FINANCEIRO,1
C102336,2023-02-11,992,13,3,-0.46,BUGS,1
C102337,2024-11-08,177,9,1,0.089,FINANCEIRO,0
C102338,2024-08-16,197,11,1,1.0,SUPORTE,0
C102339,2024-03-04,398,9,3,0.439,API,1
C102340,2023-06-07,852,18,1,0.294,API,0
C102341,2023-08-04,598,21,0,0.338,SUPORTE,0
C102342,2024-10-31,205,17,1,-0.231,API,1
C102343,2024-04-06,1267,12,1,1.0,API,0
C102344,2023-05-14,417,16,1,0.815,API,1
C102345,2023-03-08,1589,18,1,0.729,API,1
C102346,2023-01-07,686,14,1,0.244,API,1
C102347,2024-06-09,706,19,0,0.208,SUPORTE,0
C102348,2023-03-14,254,13,2,-0.15,SUPORTE,0
C102349,2024-02-03,100,18,2,0.996,BUGS,1
C102350,2024-02-09,221,19,0,-0.517,API,0
C102351,2024-11-05,877,11,1,0.543,SUPORTE,0
C102352,2024-07-31,571,16,0,-0.428,BUGS,1
C102353,2023-05-10,152,13,2,0.129,SUPORTE,1
C102354,2024-04-10,1560,7,2,0.158,BUGS,1
C102355,2023-07-25,519,17,1,-0.32,SUPORTE,0
C102356,2023-09-23,585,17,0,-0.057,SUPORTE,1
C102357,2024-06-20,754,20,0,0.764,SUPORTE,1
C102358,2023-09-10,276,15,0,1.0,API,0
C102359,2023-10-16,1195,18,0,0.536,API,0
C102360,2023-06-13,104,12,0,-0.024,BUGS,0
C102361,2023-04-05,765,16,2,-0.224,FINANCEIRO,0
C102362,2023-04-20,2000,13,1,-0.09,API,1
C102363,2023-12-02,100,18,0,0.369,SUPORTE,1
C102364,2023-08-26,128,11,0,0.439,API,1
C102365,2024-01-16,933,13,2,0.844,API,0
C102366,2024-03-11,100,13,1,0.243,API,1
C102367,2024-04-27,720,9,0,-0.041,API,1
C102368,2023-01-25,504,17,1,-0.244,SUPORTE,1
C102369,2024-10-14,759,16,1,0.206,SUPORTE,1
C102370,2023-04-27,285,11,2,-0.614,SUPORTE,0
C102371,2024-04-26,419,8,14,-0.722,FINANCEIRO,1
C102372,2024-01-27,527,15,0,-0.28,API,1
C102373,2024-06-20,923,9,1,0.11,API,0
C102374,2023-03-20,201,13,0,0.558,FINANCEIRO,0
C102375,2024-08-02,322,13,0,0.52,BUGS,1
C102376,2023-06-22,333,13,1,0.622,API,0
C102377,2023-01-12,1121,23,0,-0.032,API,0
C102378,2023-05-08,107,19,1,1.0,API,1
C102379,2024-08-30,1385,15,1,0.633,FINANCEIRO,1
C102380,2023-04-02,779,17,2,0.585,SUPORTE,1
C102381,2024-10-14,683,14,0,0.903,FINANCEIRO,1
C102382,2024-06-26,208,18,2,0.368,API,1
C102383,2024-06-15,799,17,0,0.312,FINANCEIRO,1
C102384,2024-10-19,448,13,0,1.0,API,0
C102385,2024-03-22,549,12,2,-0.198,API,0
C102386,2024-01-25,1460,15,0,0.244,BUGS,0
C102387,2024-11-02,412,16,0,0.939,BUGS,0
C102388,2023-02-12,1275,14,16,-0.564,FINANCEIRO,0
C102389,2023-09-11,380,14,2,-0.054,FINANCEIRO,0
C102390,2023-05-10,186,17,1,-0.152,SUPORTE,1
C102391,2023-03-01,147,24,16,-0.241,SUPORTE,0
C102392,2024-10-24,590,18,17,-0.684,API,1
C102393,2024-04-11,839,11,2,0.455,FINANCEIRO,0
C102394,2023-10-14,766,20,3,1.0,API,1
C102395,2024-05-31,1022,17,18,0.006,BUGS,1
C102396,2024-04-11,702,18,2,-0.882,SUPORTE,1
C102397,2023-12-11,133,12,1,0.629,BUGS,1
C102398,2024-10-03,591,20,0,0.794,FINANCEIRO,0
C102399,2024-01-17,288,19,2,0.141,BUGS,0
C102400,2024-11-20,518,10,7,0.572,SUPORTE,1
C102401,2023-09-10,371,17,0,0.517,API,0
C102402,2023-02-25,329,12,0,-0.652,SUPORTE,1
C102403,2024-04-07,390,13,0,0.401,BUGS,1
C102404,2024-04-01,1369,11,0,0.174,FINANCEIRO,1
C102405,2023-03-24,100,17,2,-0.044,FINANCEIRO,0
C102406,2023-04-09,157,15,2,0.431,FINANCEIRO,1
C102407,2023-05-29,175,14,1,0.615,BUGS,0
C102408,2023-11-25,364,11,1,0.595,BUGS,0
C102409,2023-06-05,730,15,2,0.6,API,0
C102410,2023-07-09,346,15,1,-0.278,API,0
C102411,2024-05-08,797,18,3,-0.301,SUPORTE,1
C102412,2023-09-20,977,12,0,0.455,API,0
C102413,2023-03-21,100,22,1,0.909,API,0
C102414,2024-02-04,946,16,2,0.437,FINANCEIRO,0
C102415,2024-08-31,816,15,0,-0.703,API,1
